_id,Saglik Tesisi Adi,Ana Kategori,Alt Kategori,Ilce Adi,Mahalle Adi,ADRES,Latitude,Longitude
10065,Beyaz Eczanesi,Sağlık,Eczane,SANCAKTEPE,EYÜP SULTAN,Müminler Cad. No: 2A  EYÜP SULTAN/SANCAKTEPE,40.9821730000000030713636078871786594390869140625,29.22071199999999890906110522337257862091064453125
10066,Bağ Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,SULTANÇİFTLİĞİ,Atatürk Cad. No: 63A  SULTANÇİFTLİĞİ/ÇEKMEKÖY,41.0346559999999982437657308764755725860595703125,29.21963600000000127465682453475892543792724609375
10067,Uğurlu Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,MEHMET AKİF,Zembil Sk. No:14  MEHMET AKİF/ÇEKMEKÖY,41.0161250000000023874235921539366245269775390625,29.1877989999999982728695613332092761993408203125
10068,Meral Öztürk Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,EKŞİOĞLU,88. Sk. No: 3C  EKŞİOĞLU/ÇEKMEKÖY,41.03860399999999941655914881266653537750244140625,29.234888000000001540001903777010738849639892578125
10069,İpekcan Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,MİMAR SİNAN,Mimar Sinan Cad. No: 11/B  MİMAR SİNAN/ÇEKMEKÖY,41.03284599999999926467353361658751964569091796875,29.175177999999998945668266969732940196990966796875
10070,Mimar Sinan Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,MİMAR SİNAN,Çavuşbaşı Cad.  No:4/A  MİMAR SİNAN/ÇEKMEKÖY,41.0299830000000014251781976781785488128662109375,29.17246300000000047702997107990086078643798828125
10071,Çatalmeşe Umut Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,ÇATALMEŞE,Saray Cad. No: 241/A  ÇATALMEŞE/ÇEKMEKÖY,41.04848899999999645160642103292047977447509765625,29.2422830000000004702087608166038990020751953125
10072,Vitamin Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,SULTANÇİFTLİĞİ,Turgut Özal Bulvarı 86/E   SULTANÇİFTLİĞİ/ÇEKMEKÖY,41.02969800000000333284333464689552783966064453125,29.224907999999999219653545878827571868896484375
10073,Aryen Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,NİŞANTEPE,Saray Cad. No: 268B  NİŞANTEPE/ÇEKMEKÖY,41.04293200000000041427483665756881237030029296875,29.27198200000000127829480334185063838958740234375
10074,Eser Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,MEHMET AKİF,Zembil Sk. No:10  MEHMET AKİF/ÇEKMEKÖY,41.01562899999999700639818911440670490264892578125,29.187709000000001680064087850041687488555908203125
10075,Ataman Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,HAMİDİYE,Barış Yolu Cad. No: 4/6  HAMİDİYE/ÇEKMEKÖY,41.02771400000000312502379529178142547607421875,29.19134999999999990905052982270717620849609375
10076,Sağlık Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,AYDINLAR,Fatih Sultan Mehmet Cad. No: 114-116/B  AYDINLAR/ÇEKMEKÖY,41.02001599999999825740815140306949615478515625,29.22910399999999953024598653428256511688232421875
10077,Haluk Gültekin Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,HAMİDİYE,Şahinbey Cad. No: 91/1A  HAMİDİYE/ÇEKMEKÖY,41.0220029999999979963831719942390918731689453125,29.193229999999999790816218592226505279541015625
10078,Can Şifa Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,ÇAMLIK,Çiğdem Sk. No: 3/A  ÇAMLIK/ÇEKMEKÖY,41.01427600000000239788278122432529926300048828125,29.196186999999998334942574729211628437042236328125
10079,Güneş Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,HAMİDİYE,Serkan Sk. No: 47/A  HAMİDİYE/ÇEKMEKÖY,41.02624399999999837973518879152834415435791015625,29.18558900000000022600943339057266712188720703125
10080,Zehra Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,HAMİDİYE,Şener Sk. No: 28/A  HAMİDİYE/ÇEKMEKÖY,41.02750900000000200407157535664737224578857421875,29.18419899999999955753082758747041225433349609375
10081,Ada Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,MİMAR SİNAN,Meşelik Sk. No: 1/A  MİMAR SİNAN/ÇEKMEKÖY,41.0329109999999985802787705324590206146240234375,29.181242999999998488647179328836500644683837890625
10082,Atabey Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,TAŞDELEN,Atabey Cad. No: 6CA  TAŞDELEN/ÇEKMEKÖY,41.0345530000000024983819457702338695526123046875,29.232783000000001294438334298320114612579345703125
10083,Deniz Eczanesi,Sağlık,Eczane,ÇEKMEKÖY,KİRAZLIDERE,Saksı Sk. No: 4A  KİRAZLIDERE/ÇEKMEKÖY,41.02245099999999666806616005487740039825439453125,29.2206240000000008194547262974083423614501953125
10084,Özge Eczanesi,Sağlık,Eczane,ÜMRANİYE,ESENŞEHİR,Mareşal Fevzi Çakmak Cad. No: 1A  ESENŞEHİR/ÜMRANİYE,41.00998100000000334830474457703530788421630859375,29.1644390000000015561454347334802150726318359375
10085,Emrah Doğan Eczanesi,Sağlık,Eczane,ÜMRANİYE,ADEM YAVUZ,Esenlik Sk.  No:14/A  ADEM YAVUZ/ÜMRANİYE,41.0224199999999967758412822149693965911865234375,29.1584390000000013287717592902481555938720703125
10086,Akasya Eczanesi,Sağlık,Eczane,ÜMRANİYE,ÇAKMAK,İkbal Cad. No: 34/A  ÇAKMAK/ÜMRANİYE,41.01316700000000281534084933809936046600341796875,29.1281469999999984565874910913407802581787109375
10087,Kezban Eczanesi,Sağlık,Eczane,ÜMRANİYE,NAMIK KEMAL,Cengiz Topel Cad. No:11  NAMIK KEMAL/ÜMRANİYE,41.02238200000000034606273402459919452667236328125,29.091795999999998656448951805941760540008544921875
10088,Soyak Yenişehir Eczanesi,Sağlık,Eczane,ÜMRANİYE,SİTE,Cevahir Cad. No: 4A/5  SİTE/ÜMRANİYE,41.00767599999999646342985215596854686737060546875,29.117309999999999803321770741604268550872802734375
10089,Mehmet Anadolu Eczanesi,Sağlık,Eczane,ÜMRANİYE,ATATÜRK,Sütçü İmam Cad. No: 17/A  ATATÜRK/ÜMRANİYE,41.02420000000000044337866711430251598358154296875,29.086127999999998650082488893531262874603271484375
10090,Yamanevler Eczanesi,Sağlık,Eczane,ÜMRANİYE,ATAKENT,Alemdağ Cad. No: 296/B  ATAKENT/ÜMRANİYE,41.024213000000003148670657537877559661865234375,29.107544000000000750105755287222564220428466796875
10091,Sait Eczanesi,Sağlık,Eczane,ÜMRANİYE,ŞERİFALİ,Turcan Cad.  No:4/H  ŞERİFALİ/ÜMRANİYE,40.99929300000000154113877215422689914703369140625,29.14121300000000047702997107990086078643798828125
10092,Cihanay Eczanesi,Sağlık,Eczane,ÜMRANİYE,MEHMET AKİF,Çetin Cad. No: 28-32C  MEHMET AKİF/ÜMRANİYE,41.003703999999999041392584331333637237548828125,29.14317799999999891724655753932893276214599609375
10093,Doğuş Eczanesi,Sağlık,Eczane,ÜMRANİYE,ÇAMLIK,İkbal Cad. No: 99/A  ÇAMLIK/ÜMRANİYE,41.0077629999999970777935232035815715789794921875,29.1261259999999992942321114242076873779296875
10094,Zengin Eczanesi,Sağlık,Eczane,ÜSKÜDAR,BULGURLU,Söğütlüçayır Cad. No: 20/B  BULGURLU/ÜSKÜDAR,41.01723700000000150112100527621805667877197265625,29.080372000000000554109647055156528949737548828125
10095,Yavuztürk Eczanesi,Sağlık,Eczane,ÜSKÜDAR,YAVUZTÜRK,Karadeniz Cad. No: 141/B  YAVUZTÜRK/ÜSKÜDAR,41.04076599999999785950421937741339206695556640625,29.085446999999998496377884293906390666961669921875
10096,Çengelköy Pozitif Eczanesi,Sağlık,Eczane,ÜSKÜDAR,BAHÇELİEVLER,Bosna Bulvarı No: 152/A  BAHÇELİEVLER/ÜSKÜDAR,41.0500090000000028567228582687675952911376953125,29.076989000000001084345058188773691654205322265625
10097,Üsküdar Mina Eczanesi,Sağlık,Eczane,ÜSKÜDAR,SULTANTEPE,Selmanağa Çeşmesi Sk. No: 29/A  SULTANTEPE/ÜSKÜDAR,41.02606999999999715100784669630229473114013671875,29.0163849999999996498445398174226284027099609375
10098,Akay Veteriner Kliniği,Sağlık,Veteriner,BEYLİKDÜZÜ,CUMHURİYET,Fedakar Sk. No:13 CUMHURİYET/BEYLİKDÜZÜ,41.01424999999999698729880037717521190643310546875,28.6351820000000003574314177967607975006103515625
10099,Eyüp Sakarya Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,EYÜPSULTAN,SAKARYA,Türbe Cad. No:12 SAKARYA/EYÜPSULTAN,41.06513199999999841338649275712668895721435546875,28.94106599999999929195837466977536678314208984375
10100,Diş Hekimi Filiz İskender,Sağlık,Diş Hekimi,EYÜPSULTAN,ALİBEYKÖY,Vardar Bulvarı No:43 -47 ALİBEYKÖY/EYÜPSULTAN,41.075546000000002777596819214522838592529296875,28.942955999999998795146893826313316822052001953125
10101,Diş Hekimi Tolga Velibeyoğlu,Sağlık,Diş Hekimi,BÜYÜKÇEKMECE,MİMAROBA,Mustafa Kemal Bulvarı No:20 D MİMAROBA/BÜYÜKÇEKMECE,41.00703899999999890724211581982672214508056640625,28.537713000000000107547748484648764133453369140625
10102,Sade Eczanesi,Sağlık,Eczane,KADIKÖY,CADDEBOSTAN,Erenköy Cami Sk. No: 5/A  CADDEBOSTAN/KADIKÖY,40.96531900000000092632035375572741031646728515625,29.0695189999999996643964550457894802093505859375
10103,Güven Eczanesi,Sağlık,Eczane,KADIKÖY,OSMANAĞA,Talimhane Sk. No: 5B  OSMANAĞA/KADIKÖY,40.9931959999999975252649164758622646331787109375,29.02872599999999891906554694287478923797607421875
10104,Nar Ağacı Eczanesi,Sağlık,Eczane,KADIKÖY,FENERYOLU,Fahrettin Kerim Gökay Cad. No: 68A  FENERYOLU/KADIKÖY,40.98655099999999862347976886667311191558837890625,29.04666900000000140380507218651473522186279296875
10105,Gelincik Eczanesi,Sağlık,Eczane,KADIKÖY,ERENKÖY,Ethemefendi Cad.  Fırın Sk. No:34 ERENKÖY/KADIKÖY,40.9727639999999979636413627304136753082275390625,29.07476799999999883539203437976539134979248046875
10106,Şua Eczanesi,Sağlık,Eczane,KADIKÖY,FİKİRTEPE,Barış Sk.  Elit Concept A-1 Blok No:2F   FİKİRTEPE/KADIKÖY,40.9964709999999996625774656422436237335205078125,29.055046999999998291741576394997537136077880859375
10107,Esat Eczanesi,Sağlık,Eczane,KADIKÖY,ACIBADEM,Tekin Sk. No: 7CB  ACIBADEM/KADIKÖY,41.00809000000000281715983874164521694183349609375,29.042922999999998268094714148901402950286865234375
10108,Serdil Eczanesi,Sağlık,Eczane,KADIKÖY,FENERYOLU,Fahrettin Kerim Gökay Cad. No: 142B  FENERYOLU/KADIKÖY,40.98419799999999924011717666871845722198486328125,29.05735299999999909914549789391458034515380859375
10109,Çiğdem Eczanesi,Sağlık,Eczane,KADIKÖY,BOSTANCI,Kitapçı Mehmet Süleyman Sk. No: 41-B  BOSTANCI/KADIKÖY,40.95473799999999897636371315456926822662353515625,29.0956410000000005311449058353900909423828125
10110,Elif Eczanesi,Sağlık,Eczane,KADIKÖY,BOSTANCI,Vukela Cad. No: 26/A  BOSTANCI/KADIKÖY,40.95656600000000224781615543179214000701904296875,29.09482200000000062800609157420694828033447265625
10111,Zeytindalı Eczanesi,Sağlık,Eczane,KADIKÖY,SAHRAYICEDİT,Mumindere Sk. No: 35B  SAHRAYICEDİT/KADIKÖY,40.98628800000000182990333996713161468505859375,29.08536099999999890997059992514550685882568359375
10112,Gonca Eczanesi,Sağlık,Eczane,KADIKÖY,BOSTANCI,Bostanlar Arası Sk.  No:23/A  BOSTANCI/KADIKÖY,40.95723799999999670262695872224867343902587890625,29.10380599999999873261913307942450046539306640625
10113,Aybüke İrem Eczanesi,Sağlık,Eczane,KADIKÖY,FENERYOLU,Fahrettin Kerim Gökay Cad. No: 138/A  FENERYOLU/KADIKÖY,40.9843350000000015143086784519255161285400390625,29.056439000000001016132955555804073810577392578125
10114,Fenerbahçe Eczanesi,Sağlık,Eczane,KADIKÖY,FENERBAHÇE,Operatör Cemiltopuzlu Cad. No: 2/B  FENERBAHÇE/KADIKÖY,40.97443100000000271165845333598554134368896484375,29.0463519999999988385752658359706401824951171875
10115,Çağrı Selamiçeşme Eczanesi,Sağlık,Eczane,KADIKÖY,FENERBAHÇE,Bağdat Cad. No: 168D  FENERBAHÇE/KADIKÖY,40.976010999999999739884515292942523956298828125,29.04990600000000000591171556152403354644775390625
10116,İntepe Eczanesi,Sağlık,Eczane,KADIKÖY,KOZYATAĞI,Seda Sk. No: 9/A  KOZYATAĞI/KADIKÖY,40.96597299999999819419826962985098361968994140625,29.09932500000000032969182939268648624420166015625
10117,Melis Altınkaya Eczanesi,Sağlık,Eczane,KADIKÖY,FENERBAHÇE,Fuat Paşa Cad. No: 20/A  FENERBAHÇE/KADIKÖY,40.972768999999999550709617324173450469970703125,29.045182000000000499539964948780834674835205078125
10118,Erenköy Eczanesi,Sağlık,Eczane,KADIKÖY,ERENKÖY,Fırın Sk. No: 20A  ERENKÖY/KADIKÖY,40.97368399999999866167854634113609790802001953125,29.072610999999998426801539608277380466461181640625
10119,Mahur Eczanesi,Sağlık,Eczane,KADIKÖY,FENERBAHÇE,Mahur Sk. No: 15B  FENERBAHÇE/KADIKÖY,40.9737999999999971123543218709528446197509765625,29.054666000000000991576598607935011386871337890625
10120,Sırma Eczanesi,Sağlık,Eczane,KADIKÖY,KOŞUYOLU,Koşuyolu Cad.  No:77A  KOŞUYOLU/KADIKÖY,41.0066130000000015343175618909299373626708984375,29.034456999999999737838152213953435420989990234375
10121,Cansu Eczanesi,Sağlık,Eczane,KADIKÖY,ZÜHTÜPAŞA,Cemre Sk. No: 1A  ZÜHTÜPAŞA/KADIKÖY,40.984769999999997480699676088988780975341796875,29.039659000000000332875060848891735076904296875
10122,Koçkan Eczanesi,Sağlık,Eczane,KADIKÖY,KOZYATAĞI,Şebnem Sk. No: 3/D  KOZYATAĞI/KADIKÖY,40.96516299999999688452589907683432102203369140625,29.10264600000000001500666257925331592559814453125
10123,İrem Eczanesi,Sağlık,Eczane,KADIKÖY,KOZYATAĞI,Şemsettin Günaltay Cad. No: 32-34/A  KOZYATAĞI/KADIKÖY,40.96087899999999848432707949541509151458740234375,29.093745999999999440888132085092365741729736328125
10124,Efe Eczanesi,Sağlık,Eczane,KARTAL,ÇAVUŞOĞLU,Kültür Cad. No: 20A  ÇAVUŞOĞLU/KARTAL,40.8900670000000019399521988816559314727783203125,29.195153000000001242142388946376740932464599609375
10125,İstmarina Eczanesi,Sağlık,Eczane,KARTAL,KORDONBOYU,Ankara Cad. No: 147/6  KORDONBOYU/KARTAL,40.88427899999999937108441372402012348175048828125,29.207121999999998251951183192431926727294921875
10126,Gürbüz Eczanesi,Sağlık,Eczane,KARTAL,CEVİZLİ,Cevizli D-100 Güney Yanyol Cad. No: 2/14  CEVİZLİ/KARTAL,40.91762099999999691135599277913570404052734375,29.173570000000001556372808408923447132110595703125
10127,Demiray Eczanesi,Sağlık,Eczane,KARTAL,ORTA,Yusuf Efendi Sk. No: 4C  ORTA/KARTAL,40.91494999999999748752088635228574275970458984375,29.20512599999999991950971889309585094451904296875
10128,Yağmur Eczanesi,Sağlık,Eczane,KARTAL,KARLIKTEPE,Fahri Korutürk Cad. No: 13/A  KARLIKTEPE/KARTAL,40.89630100000000112459019874222576618194580078125,29.19332800000000105455910670571029186248779296875
10129,Yazıcı 1988 Eczanesi,Sağlık,Eczane,KARTAL,ATALAR,Köroğlu Cad. No: 34/A  ATALAR/KARTAL,40.90965299999999871261024964042007923126220703125,29.174623000000000416775947087444365024566650390625
10130,Şifa Eczanesi,Sağlık,Eczane,KARTAL,YALI,Perçem Sk. No: 23/B  YALI/KARTAL,40.89260300000000114550857688300311565399169921875,29.218132000000000658701537759043276309967041015625
10131,Mahinur Eczanesi,Sağlık,Eczane,KARTAL,ORHANTEPE,30 Ağustos Cad. No: 20B  ORHANTEPE/KARTAL,40.9126389999999986457623890601098537445068359375,29.16021599999999835972630535252392292022705078125
10132,Çağrı Eczanesi,Sağlık,Eczane,KARTAL,CUMHURİYET,Yüzyıl Cad. No: 47/B  CUMHURİYET/KARTAL,40.908185000000003128661774098873138427734375,29.2214579999999983783709467388689517974853515625
10133,Şurup Eczanesi,Sağlık,Eczane,KARTAL,KARLIKTEPE,Fahri Korutürk Cad. No:19  KARLIKTEPE/KARTAL,40.8969560000000029731381800957024097442626953125,29.194036000000000541376721230335533618927001953125
10134,Umur Eczanesi,Sağlık,Eczane,FATİH,TOPKAPI,Gureba Hastanesi Cad. No: 50/A  TOPKAPI/FATİH,41.01926999999999878809830988757312297821044921875,28.932531999999998362227415782399475574493408203125
10135,Göksun Eczanesi,Sağlık,Eczane,FATİH,CERRAHPAŞA,Koca Mustafapaşa Cad. No: 42/A  CERRAHPAŞA/FATİH,41.00693700000000063710103859193623065948486328125,28.94174100000000038335201679728925228118896484375
10136,Aksaray Merkez Eczanesi,Sağlık,Eczane,FATİH,AKSARAY,Teceddüt Sk. No:7  AKSARAY/FATİH,41.00893700000000308136804960668087005615234375,28.952687000000000949739842326380312442779541015625
10137,Murat Bıçakçı Eczanesi,Sağlık,Eczane,FATİH,KOCA MUSTAFAPAŞA,Berber Şefik Sk. No: 11/A  KOCA MUSTAFAPAŞA/FATİH,41.002476999999998952262103557586669921875,28.93215000000000003410605131648480892181396484375
10138,Nihal Eczanesi,Sağlık,Eczane,FATİH,KOCA MUSTAFAPAŞA,Etyemez Tekkesi Sk. No: 5/A  KOCA MUSTAFAPAŞA/FATİH,41.00263499999999794454197399318218231201171875,28.936699000000000836507751955650746822357177734375
10139,Pınar Ünsoy Eczanesi,Sağlık,Eczane,FATİH,HOCAPAŞA,Ankara Cad. No: 32-C  HOCAPAŞA/FATİH,41.01396799999999842611941858194768428802490234375,28.97519199999999983674570103175938129425048828125
10140,İstanbul Eczanesi,Sağlık,Eczane,FATİH,SEYYİD ÖMER,Vezir Cad. No: 30/E  SEYYİD ÖMER/FATİH,41.010120000000000572981662116944789886474609375,28.93131699999999995043253875337541103363037109375
10141,Manolya Eczanesi,Sağlık,Eczane,FATİH,AKSARAY,İnkılap Cad. No: 33A  AKSARAY/FATİH,41.0081780000000009067662176676094532012939453125,28.9517910000000000536601874046027660369873046875
10142,Fatih Akdeniz Eczanesi,Sağlık,Eczane,FATİH,AKŞEMSETTİN,Akdeniz Cad. No: 21/C  AKŞEMSETTİN/FATİH,41.019193000000001347871148027479648590087890625,28.946656000000000830141289043240249156951904296875
10143,Utku Eczanesi,Sağlık,Eczane,FATİH,MOLLA FENARİ,Atik Ali Paşa Medresesi Sk. No: 41/A  MOLLA FENARİ/FATİH,41.0095000000000027284841053187847137451171875,28.97016899999999850479071028530597686767578125
10144,Haseki Eczanesi,Sağlık,Eczane,FATİH,HASEKİ SULTAN,Dr. Adnan Adıvar Cad. No: 20/C  HASEKİ SULTAN/FATİH,41.009601000000003523382474668323993682861328125,28.945370000000000487716533825732767581939697265625
10145,Geçit Eczanesi,Sağlık,Eczane,FATİH,ŞEHREMİNİ,Börekçi Veli Sk. No: 1B  ŞEHREMİNİ/FATİH,41.01555499999999909732650849036872386932373046875,28.931991000000000013869794202037155628204345703125
10146,Özlem Ece Eczanesi,Sağlık,Eczane,FATİH,YAVUZ SULTAN SELİM,Müstantik Cad. No:3  YAVUZ SULTAN SELİM/FATİH,41.02545099999999678175299777649343013763427734375,28.957201000000001300804797210730612277984619140625
10147,Hülya Eczanesi,Sağlık,Eczane,FATİH,DERVİŞ ALİ,Nurettin Tekke Sk. No:5  DERVİŞ ALİ/FATİH,41.0261679999999984147507348097860813140869140625,28.9408150000000006230038707144558429718017578125
10148,Balat Merkez Eczanesi,Sağlık,Eczane,FATİH,AYVANSARAY,Lavanta Sk. No:6  AYVANSARAY/FATİH,41.0335759999999964975359034724533557891845703125,28.946296000000000248064679908566176891326904296875
10149,Ferit Eczanesi,Sağlık,Eczane,FATİH,İSKENDERPAŞA,Çıngıraklı Bostan Sk. No: 21/A  İSKENDERPAŞA/FATİH,41.012822999999997364284354262053966522216796875,28.95082000000000022055246517993509769439697265625
10150,Gülgün Eczanesi,Sağlık,Eczane,FATİH,BALAT,Fethiye Cad. No: 10/2  BALAT/FATİH,41.028042999999996709448168985545635223388671875,28.946343999999999851979737286455929279327392578125
10151,Pelit Eczanesi,Sağlık,Eczane,FATİH,ŞEHREMİNİ,Turgut Özal Millet Cad. No: 75/A  ŞEHREMİNİ/FATİH,41.012462999999996782207745127379894256591796875,28.938286000000001507714841864071786403656005859375
10152,Malik Eczanesi,Sağlık,Eczane,FATİH,AKŞEMSETTİN,Halıcılar Cad. No: 90/A  AKŞEMSETTİN/FATİH,41.015681999999998197381501086056232452392578125,28.94400600000000167710823006927967071533203125
10153,Kale Eczanesi,Sağlık,Eczane,FATİH,TOPKAPI,Bican Bağcıoğlu Yokuşu Sk. No:61  TOPKAPI/FATİH,41.02052599999999671354089514352381229400634765625,28.929269999999998930206857039593160152435302734375
10154,Kadırga Eczanesi,Sağlık,Eczane,FATİH,ŞEHSUVAR BEY,Kadırga Limanı Cad. No:71  ŞEHSUVAR BEY/FATİH,41.004942999999997255144990049302577972412109375,28.967569999999998486828189925290644168853759765625
10155,Su Eczanesi,Sağlık,Eczane,FATİH,KATİP KASIM,Hayriye Tüccarı Cad. No:42  KATİP KASIM/FATİH,41.006991999999996778569766320288181304931640625,28.957463000000000619138518231920897960662841796875
10156,Stad Eczanesi,Sağlık,Eczane,FATİH,DERVİŞ ALİ,Fevzipaşa Cad. No: 148/A  DERVİŞ ALİ/FATİH,41.0255769999999984065652824938297271728515625,28.940557999999999339024725486524403095245361328125
10157,Mavi Eczanesi,Sağlık,Eczane,FATİH,AKSARAY,Yokuş Çeşmesi Sk. No: 8/A  AKSARAY/FATİH,41.00429299999999699366526328958570957183837890625,28.943923000000001621856426936574280261993408203125
10158,Öztekin Eczanesi,Sağlık,Eczane,FATİH,MOLLA HÜSREV,Atatürk Bulvarı No:58  MOLLA HÜSREV/FATİH,41.01674200000000070076566771604120731353759765625,28.956711999999999562760422122664749622344970703125
10159,Geçer Eczanesi,Sağlık,Eczane,FATİH,SEYYİD ÖMER,Silivrikapı Cad. No: 88/A  SEYYİD ÖMER/FATİH,41.00690399999999868896338739432394504547119140625,28.92509799999999842157194507308304309844970703125
10160,Doğan Aras Eczanesi,Sağlık,Eczane,FATİH,KARAGÜMRÜK,Sofalı Çeşme Cad. No: 87/A  KARAGÜMRÜK/FATİH,41.0247219999999970241333357989788055419921875,28.93594999999999828332875040359795093536376953125
